t,Surface,vessel,distance
168,43.38,5,1
169,43.39,5,1
170,43.39,5,1
171,43.4,5,1
172,43.41,5,1
173,43.41,5,1
174,43.42,5,1
175,43.42,5,1
176,43.43,5,1
177,43.43,5,1
178,43.44,5,1
179,43.45,5,1
180,43.45,5,1
