1	38.17	37.37
2	38.60	37.80
3	38.90	38.10
4	39.10	38.50
5	39.30	38.90
6	39.50	39.30
7	39.60	39.70
8	39.70	40.00
9	39.90	40.40
10	40.00	40.80
11	40.10	41.20
12	40.20	41.60
13	40.20	42.00
14	40.30	42.40
15	40.40	42.80
16	40.50	43.20
17	40.50	43.60
18	40.60	44.00
19	40.70	44.40
20	40.70	44.80
21	40.80	45.20
22	40.80	45.60
23	40.90	46.10
24	40.90	46.50
25	41.00	46.90
26	41.00	47.30
27	41.10	47.70
28	41.10	48.10
29	41.10	48.50
30	41.20	48.90
31	41.20	49.30
32	41.30	49.70
33	41.30	50.10
34	41.30	50.50
35	41.40	50.90
36	41.40	51.30
37	41.40	51.70
38	41.50	52.10
39	41.50	52.50
40	41.50	52.90
41	41.60	53.30
42	41.60	53.60
43	41.60	54.00
44	41.70	54.40
45	41.70	54.80
46	41.70	55.20
47	41.70	55.50
48	41.80	55.90
49	41.80	56.30
50	41.80	56.60
51	41.80	57.00
52	41.90	57.40
53	41.90	57.70
54	41.90	58.10
55	41.90	58.40
56	42.00	58.80
57	42.00	59.20
58	42.00	59.50
59	42.00	59.90
60	42.00	60.20
61	42.10	60.50
62	42.10	60.90
63	42.10	61.20
64	42.10	61.60
65	42.20	61.90
66	42.20	62.20
67	42.20	62.50
68	42.20	62.90
69	42.20	63.20
70	42.20	63.50
71	42.30	63.80
72	42.30	64.20
73	42.30	64.50
74	42.30	64.80
75	42.30	65.10
76	42.30	65.40
77	42.40	65.70
78	42.40	66.00
79	42.40	66.30
80	42.40	66.60
81	42.40	66.90
82	42.40	67.20
83	42.50	67.50
84	42.50	67.80
85	42.50	68.10
86	42.50	68.40
87	42.50	68.70
88	42.50	68.90
89	42.60	69.20
90	42.60	69.50
91	42.60	69.80
92	42.60	70.00
93	42.60	70.30
94	42.60	70.60
95	42.60	70.90
96	42.60	71.10
97	42.70	71.40
98	42.70	71.70
99	42.70	71.90
100	42.70	72.20
101	42.70	72.40
102	42.70	72.70
103	42.70	73.00
104	42.70	73.20
105	42.80	73.50
106	42.80	73.70
107	42.80	74.00
108	42.80	74.20
109	42.80	74.50
110	42.80	74.70
111	42.80	74.90
112	42.80	75.20
113	42.90	75.40
114	42.90	75.70
115	42.90	75.90
116	42.90	76.10
117	42.90	76.40
118	42.90	76.60
119	42.90	76.80
120	42.90	77.10
121	42.90	77.30
122	42.90	77.50
123	43.00	77.70
124	43.00	78.00
125	43.00	78.20
126	43.00	78.40
127	43.00	78.60
128	43.00	78.80
129	43.00	79.10
130	43.00	79.30
131	43.00	79.50
132	43.00	79.70
133	43.10	79.90
134	43.10	80.10
135	43.10	80.30
136	43.10	80.50
137	43.10	80.70
138	43.10	80.90
139	43.10	81.10
140	43.10	81.30
141	43.10	81.50
142	43.10	81.70
143	43.10	81.90
144	43.20	82.10
145	43.20	82.30
146	43.20	82.50
147	43.20	82.70
148	43.20	82.90
149	43.20	83.10
150	43.20	83.30
151	43.20	83.50
152	43.20	83.70
153	43.20	83.90
154	43.20	84.00
155	43.20	84.20
156	43.20	84.40
157	43.30	84.60
158	43.30	84.80
159	43.30	85.00
160	43.30	85.10
161	43.30	85.30
162	43.30	85.50
163	43.30	85.70
164	43.30	85.80
165	43.30	86.00
166	43.30	86.20
167	43.30	86.30
168	43.30	86.50
169	43.30	86.70
170	43.30	86.80
171	43.30	87.00
172	43.30	87.10
173	43.30	87.30
174	43.30	87.50
175	43.30	87.60
176	43.30	87.80
177	43.30	87.90
178	43.30	88.10
179	43.30	88.20
180	43.30	88.30
181	43.30	88.50
182	43.30	88.60
183	43.30	88.80
184	43.30	88.90
185	43.30	89.00
186	43.30	89.20
187	43.30	89.30
188	43.30	89.40
189	43.30	89.50
190	43.30	89.70
191	43.30	89.80
192	43.40	89.90
193	43.40	90.00
194	43.40	90.20
195	43.40	90.30
196	43.40	90.40
197	43.40	90.50
198	43.40	90.60
199	43.40	90.70
200	43.40	90.80
201	43.40	91.00
202	43.40	91.10
203	43.40	91.20
204	43.40	91.30
205	43.40	91.40
206	43.40	91.50
207	43.40	91.60
208	43.40	91.70
209	43.40	91.80
210	43.40	91.90
211	43.40	92.00
212	43.40	92.10
213	43.40	92.20
214	43.40	92.20
215	43.40	92.30
216	43.40	92.40
217	43.40	92.50
218	43.40	92.60
219	43.40	92.70
220	43.40	92.80
221	43.40	92.90
222	43.40	92.90
223	43.40	93.00
224	43.40	93.10
225	43.40	93.20
226	43.40	93.30
227	43.40	93.30
228	43.40	93.40
229	43.40	93.50
230	43.40	93.60
231	43.40	93.60
232	43.40	93.70
233	43.40	93.80
234	43.40	93.90
235	43.40	93.90
236	43.40	94.00
237	43.40	94.10
238	43.40	94.10
239	43.40	94.20
240	43.40	94.30
241	43.40	94.30
242	43.40	94.40
243	43.40	94.50
244	43.40	94.50
245	43.40	94.60
246	43.40	94.60
247	43.40	94.70
248	43.40	94.80
249	43.40	94.80
250	43.40	94.90
251	43.40	94.90
252	43.40	95.00
253	43.40	95.00
254	43.40	95.10
255	43.40	95.20
256	43.40	95.20
257	43.40	95.30
258	43.40	95.30
259	43.40	95.40
260	43.40	95.40
261	43.40	95.50
262	43.40	95.50
263	43.40	95.60
264	43.40	95.60
265	43.40	95.70
266	43.40	95.70
267	43.40	95.80
268	43.40	95.80
269	43.40	95.80
270	43.40	95.90
271	43.40	95.90
272	43.40	96.00
273	43.40	96.00
274	43.40	96.10
275	43.40	96.10
276	43.40	96.20
277	43.40	96.20
278	43.40	96.20
279	43.40	96.30
280	43.40	96.30
281	43.40	96.40
282	43.40	96.40
283	43.40	96.40
284	43.40	96.50
285	43.40	96.50
286	43.40	96.60
287	43.40	96.60
288	43.40	96.60
289	43.40	96.70
290	43.40	96.70
291	43.40	96.70
292	43.40	96.80
293	43.40	96.80
294	43.40	96.80
295	43.40	96.90
