t,surface,3mm,diameter
128,4.16E+01,70.44,8
129,4.16E+01,70.55,8
130,4.16E+01,70.66,8
131,4.16E+01,70.77,8
132,4.16E+01,70.87,8
133,4.16E+01,70.98,8
134,4.17E+01,71.08,8
135,4.17E+01,71.19,8
136,4.17E+01,71.29,8
137,4.17E+01,71.39,8
138,4.17E+01,71.49,8
139,4.17E+01,71.6,8
140,4.17E+01,71.7,8
141,4.17E+01,71.8,8
142,4.17E+01,71.89,8
143,4.17E+01,71.99,8
144,4.17E+01,72.09,8
145,4.17E+01,72.18,8
146,4.18E+01,72.28,8
147,4.18E+01,72.37,8
148,4.18E+01,72.47,8
149,4.18E+01,72.56,8
150,4.18E+01,72.65,8
151,4.18E+01,72.75,8
152,4.18E+01,72.84,8
153,4.18E+01,72.93,8
154,4.18E+01,73.02,8
155,4.18E+01,73.11,8
156,4.18E+01,73.2,8
157,4.18E+01,73.28,8
158,4.18E+01,73.37,8
159,4.18E+01,73.46,8
160,4.19E+01,73.54,8
161,4.19E+01,73.63,8
162,4.19E+01,73.71,8
163,4.19E+01,73.8,8
164,4.19E+01,73.88,8
165,4.19E+01,73.96,8
166,4.19E+01,74.05,8
167,4.19E+01,74.13,8
168,4.19E+01,74.21,8
169,4.19E+01,74.29,8
170,4.19E+01,74.37,8
171,4.19E+01,74.45,8
172,4.19E+01,74.53,8
173,4.19E+01,74.61,8
174,4.19E+01,74.68,8
175,4.19E+01,74.76,8
176,4.20E+01,74.84,8
177,4.20E+01,74.92,8
178,4.20E+01,74.99,8
179,4.20E+01,75.07,8
180,4.20E+01,75.14,8
181,4.20E+01,75.21,8
182,4.20E+01,75.29,8
183,4.20E+01,75.36,8
184,4.20E+01,75.43,8
185,4.20E+01,75.51,8
186,4.20E+01,75.58,8
187,4.20E+01,75.65,8
188,4.20E+01,75.72,8
189,4.20E+01,75.79,8
190,4.20E+01,75.86,8
191,4.20E+01,75.93,8
192,4.20E+01,76,8
193,4.20E+01,76.07,8
194,4.21E+01,76.13,8
195,4.21E+01,76.2,8
196,4.21E+01,76.27,8
197,4.21E+01,76.33,8
198,4.21E+01,76.4,8
199,4.21E+01,76.47,8
200,4.21E+01,76.53,8
201,4.21E+01,76.6,8
202,4.21E+01,76.66,8
203,4.21E+01,76.72,8
204,4.21E+01,76.79,8
205,4.21E+01,76.85,8
206,4.21E+01,76.91,8
207,4.21E+01,76.98,8
208,4.21E+01,77.04,8
209,4.21E+01,77.1,8
210,4.21E+01,77.16,8
211,4.21E+01,77.22,8
212,4.21E+01,77.28,8
213,4.21E+01,77.34,8
214,4.22E+01,77.4,8
215,4.22E+01,77.46,8
216,4.22E+01,77.52,8
217,4.22E+01,77.58,8
218,4.22E+01,77.64,8
219,4.22E+01,77.69,8
220,4.22E+01,77.75,8
221,4.22E+01,77.81,8
222,4.22E+01,77.87,8
223,4.22E+01,77.92,8
224,4.22E+01,77.98,8
225,4.22E+01,78.03,8
226,4.22E+01,78.09,8
227,4.22E+01,78.14,8
228,4.22E+01,78.2,8
229,4.22E+01,78.25,8
230,4.22E+01,78.31,8
231,4.22E+01,78.36,8
232,4.22E+01,78.41,8
233,4.22E+01,78.47,8
234,4.22E+01,78.52,8
235,4.22E+01,78.57,8
236,4.22E+01,78.62,8
237,4.23E+01,78.67,8
238,4.23E+01,78.73,8
239,4.23E+01,78.78,8
240,4.23E+01,78.83,8
241,4.23E+01,78.88,8
242,4.23E+01,78.93,8
243,4.23E+01,78.98,8
244,4.23E+01,79.03,8
245,4.23E+01,79.08,8
246,4.23E+01,79.13,8
247,4.23E+01,79.17,8
248,4.23E+01,79.22,8
249,4.23E+01,79.27,8
250,4.23E+01,79.32,8
251,4.23E+01,79.37,8
252,4.23E+01,79.41,8
253,4.23E+01,79.46,8
254,4.23E+01,79.51,8
255,4.23E+01,79.55,8
256,4.23E+01,79.6,8
257,4.23E+01,79.64,8
258,4.23E+01,79.69,8
259,4.23E+01,79.73,8
260,4.23E+01,79.78,8
261,4.23E+01,79.82,8
262,4.23E+01,79.87,8
263,4.23E+01,79.91,8
264,4.24E+01,79.96,8
265,4.24E+01,80,8
266,4.24E+01,80.04,8
267,4.24E+01,80.09,8
268,4.24E+01,80.13,8
269,4.24E+01,80.17,8
270,4.24E+01,80.21,8
271,4.24E+01,80.26,8
272,4.24E+01,80.3,8
273,4.24E+01,80.34,8
274,4.24E+01,80.38,8
275,4.24E+01,80.42,8
276,4.24E+01,80.46,8
277,4.24E+01,80.5,8
278,4.24E+01,80.54,8
279,4.24E+01,80.59,8
280,4.24E+01,80.63,8
281,4.24E+01,80.66,8
282,4.24E+01,80.7,8
283,4.24E+01,80.74,8
284,4.24E+01,80.78,8
285,4.24E+01,80.82,8
286,4.24E+01,80.86,8
287,4.24E+01,80.9,8
288,4.24E+01,80.94,8
289,4.24E+01,80.97,8
290,4.24E+01,81.01,8
291,4.24E+01,81.05,8
292,4.24E+01,81.09,8
293,4.24E+01,81.12,8
294,4.24E+01,81.16,8
295,4.24E+01,81.2,8
296,4.24E+01,81.23,8
297,4.25E+01,81.27,8
298,4.25E+01,81.31,8
299,4.25E+01,81.34,8
300,4.25E+01,81.38,8
