t,Surface,vessel,distance,POI
38,41.47,4,0,67.12
39,41.5,4,0,67.66
40,41.54,4,0,68.19
41,41.57,4,0,68.71
42,41.6,4,0,69.22
43,41.62,4,0,69.73
44,41.65,4,0,70.22
45,41.68,4,0,70.71
46,41.71,4,0,71.19
47,41.74,4,0,71.66
48,41.76,4,0,72.13
49,41.79,4,0,72.58
50,41.81,4,0,73.03
51,41.84,4,0,73.48
52,41.86,4,0,73.92
53,41.89,4,0,74.35
54,41.91,4,0,74.77
55,41.93,4,0,75.19
56,41.96,4,0,75.6
57,41.98,4,0,76.01
58,42,4,0,76.41
59,42.02,4,0,76.81
60,42.04,4,0,77.2
61,42.07,4,0,77.59
62,42.09,4,0,77.97
63,42.11,4,0,78.34
64,42.13,4,0,78.71
65,42.15,4,0,79.08
66,42.17,4,0,79.44
67,42.18,4,0,79.8
68,42.2,4,0,80.15
69,42.22,4,0,80.5
70,42.24,4,0,80.84
71,42.26,4,0,81.18
72,42.28,4,0,81.52
73,42.29,4,0,81.85
74,42.31,4,0,82.18
75,42.33,4,0,82.51
76,42.34,4,0,82.83
77,42.36,4,0,83.14
78,42.38,4,0,83.46
79,42.39,4,0,83.77
80,42.41,4,0,84.07
81,42.43,4,0,84.38
82,42.44,4,0,84.68
83,42.46,4,0,84.97
84,42.47,4,0,85.27
85,42.49,4,0,85.56
86,42.5,4,0,85.84
87,42.52,4,0,86.13
88,42.53,4,0,86.41
89,42.55,4,0,86.69
90,42.56,4,0,86.96
91,42.57,4,0,87.24
92,42.59,4,0,87.51
93,42.6,4,0,87.77
94,42.61,4,0,88.04
95,42.63,4,0,88.3
96,42.64,4,0,88.56
97,42.65,4,0,88.82
98,42.67,4,0,89.07
99,42.68,4,0,89.32
100,42.69,4,0,89.57
101,42.71,4,0,89.82
102,42.72,4,0,90.07
103,42.73,4,0,90.31
104,42.74,4,0,90.55
105,42.75,4,0,90.79
106,42.77,4,0,91.02
107,42.78,4,0,91.26
108,42.79,4,0,91.49
109,42.8,4,0,91.72
110,42.81,4,0,91.95
111,42.82,4,0,92.17
112,42.84,4,0,92.4
113,42.85,4,0,92.62
114,42.86,4,0,92.84
115,42.87,4,0,93.06
116,42.88,4,0,93.27
117,42.89,4,0,93.49
118,42.9,4,0,93.7
119,42.91,4,0,93.91
120,42.92,4,0,94.12
121,42.93,4,0,94.33
122,42.94,4,0,94.53
123,42.95,4,0,94.74
124,42.96,4,0,94.94
125,42.97,4,0,95.14
126,42.98,4,0,95.34
127,42.99,4,0,95.54
128,43,4,0,95.73
129,43.01,4,0,95.93
130,43.02,4,0,96.12
131,43.03,4,0,96.31
132,43.04,4,0,96.5
133,43.05,4,0,96.69
134,43.06,4,0,96.88
135,43.07,4,0,97.06
136,43.08,4,0,97.25
137,43.09,4,0,97.43
138,43.09,4,0,97.61
139,43.1,4,0,97.79
140,43.11,4,0,97.97
141,43.12,4,0,98.14
142,43.13,4,0,98.32
143,43.14,4,0,98.49
144,43.15,4,0,98.67
145,43.16,4,0,98.84
146,43.16,4,0,99.01
147,43.17,4,0,99.18
148,43.18,4,0,99.35
149,43.19,4,0,99.52
150,43.2,4,0,99.68
151,43.2,4,0,99.81
152,43.21,4,0,99.88
153,43.22,4,0,99.93
154,43.23,4,0,99.97
155,43.24,4,0,99.98
156,43.24,4,0,100
157,43.25,4,0,100
158,43.26,4,0,100
159,43.27,4,0,100
160,43.27,4,0,100
161,43.28,4,0,100
162,43.28,4,0,100
163,43.29,4,0,100
164,43.29,4,0,100
165,43.3,4,0,100
166,43.3,4,0,100
167,43.3,4,0,100
168,43.31,4,0,100
169,43.31,4,0,100
170,43.31,4,0,100
171,43.31,4,0,100
172,43.32,4,0,100
173,43.32,4,0,100
174,43.32,4,0,100
175,43.32,4,0,100
176,43.33,4,0,100
177,43.33,4,0,100
178,43.33,4,0,100
179,43.33,4,0,100
180,43.33,4,0,100
1,38.17,4,0,37.99
2,38.6,4,0,39
3,38.89,4,0,40.01
4,39.12,4,0,41.04
5,39.31,4,0,42.07
6,39.47,4,0,43.11
7,39.61,4,0,44.14
8,39.74,4,0,45.16
9,39.85,4,0,46.17
10,39.96,4,0,47.16
11,40.06,4,0,48.13
12,40.15,4,0,49.09
13,40.23,4,0,50.02
14,40.31,4,0,50.94
15,40.39,4,0,51.83
16,40.46,4,0,52.71
17,40.52,4,0,53.56
18,40.59,4,0,54.4
19,40.65,4,0,55.21
20,40.71,4,0,56.01
21,40.76,4,0,56.79
22,40.82,4,0,57.55
23,40.87,4,0,58.3
24,40.92,4,0,59.02
25,40.97,4,0,59.74
26,41.01,4,0,60.43
27,41.06,4,0,61.12
28,41.1,4,0,61.79
29,41.14,4,0,62.44
30,41.18,4,0,63.08
31,41.22,4,0,63.71
32,41.26,4,0,64.33
33,41.3,4,0,64.93
34,41.34,4,0,65.53
35,41.37,4,0,66.11
36,41.41,4,0,66.68
37,41.44,4,0,67.24
38,41.47,4,0,67.79
39,41.5,4,0,68.34
40,41.54,4,0,68.87
41,41.57,4,0,69.39
42,41.6,4,0,69.9
43,41.62,4,0,70.41
44,41.65,4,0,70.91
45,41.68,4,0,71.4
46,41.71,4,0,71.88
47,41.74,4,0,72.35
48,41.76,4,0,72.82
49,41.79,4,0,73.28
50,41.81,4,0,73.73
51,41.84,4,0,74.17
52,41.86,4,0,74.61
53,41.89,4,0,75.04
54,41.91,4,0,75.47
55,41.93,4,0,75.89
56,41.96,4,0,76.3
57,41.98,4,0,76.71
58,42,4,0,77.11
59,42.02,4,0,77.51
60,42.04,4,0,77.9
61,42.07,4,0,78.29
62,42.09,4,0,78.67
63,42.11,4,0,79.04
64,42.13,4,0,79.41
65,42.15,4,0,79.78
66,42.17,4,0,80.14
67,42.18,4,0,80.5
68,42.2,4,0,80.85
69,42.22,4,0,81.2
70,42.24,4,0,81.54
71,42.26,4,0,81.88
72,42.28,4,0,82.22
73,42.29,4,0,82.55
74,42.31,4,0,82.88
75,42.33,4,0,83.2
76,42.34,4,0,83.52
77,42.36,4,0,83.84
78,42.38,4,0,84.15
79,42.39,4,0,84.46
80,42.41,4,0,84.76
81,42.43,4,0,85.07
82,42.44,4,0,85.37
83,42.46,4,0,85.66
84,42.47,4,0,85.95
85,42.49,4,0,86.24
86,42.5,4,0,86.53
87,42.52,4,0,86.81
88,42.53,4,0,87.1
89,42.55,4,0,87.37
90,42.56,4,0,87.65
91,42.57,4,0,87.92
92,42.59,4,0,88.19
93,42.6,4,0,88.46
