t,Surface,vessel,distance,input,POI
118,37,10,0,35,50.26
119,37,10,0,35,50.27
120,37,10,0,35,50.28
121,37,10,0,35,50.28
122,37,10,0,35,50.29
123,37,10,0,35,50.3
124,37,10,0,35,50.3
125,37,10,0,35,50.31
126,37,10,0,35,50.31
127,37,10,0,35,50.32
128,37,10,0,35,50.32
129,37,10,0,35,50.33
130,37,10,0,35,50.33
131,37,10,0,35,50.34
132,37,10,0,35,50.34
133,37,10,0,35,50.35
134,37,10,0,35,50.35
135,37,10,0,35,50.36
136,37,10,0,35,50.36
137,37,10,0,35,50.36
138,37,10,0,35,50.37
139,37,10,0,35,50.37
140,37,10,0,35,50.37
141,37,10,0,35,50.38
142,37,10,0,35,50.38
143,37,10,0,35,50.38
144,37,10,0,35,50.39
145,37,10,0,35,50.39
146,37,10,0,35,50.39
147,37,10,0,35,50.4
148,37,10,0,35,50.4
149,37,10,0,35,50.4
150,37,10,0,35,50.4
151,37,10,0,35,50.41
152,37,10,0,35,50.41
153,37,10,0,35,50.41
154,37,10,0,35,50.41
155,37,10,0,35,50.42
156,37,10,0,35,50.42
157,37,10,0,35,50.42
158,37,10,0,35,50.42
159,37,10,0,35,50.42
160,37,10,0,35,50.43
161,37,10,0,35,50.43
162,37,10,0,35,50.43
163,37,10,0,35,50.43
164,37,10,0,35,50.43
165,37,10,0,35,50.43
166,37,10,0,35,50.44
167,37,10,0,35,50.44
168,37,10,0,35,50.44
169,37,10,0,35,50.44
170,37,10,0,35,50.44
171,37,10,0,35,50.44
172,37,10,0,35,50.44
173,37,10,0,35,50.45
174,37,10,0,35,50.45
175,37,10,0,35,50.45
176,37,10,0,35,50.45
177,37,10,0,35,50.45
178,37,10,0,35,50.45
179,37,10,0,35,50.45
180,37,10,0,35,50.45
1,37,10,1,35,37.52
2,37,10,1,35,38.05
3,37,10,1,35,38.58
4,37,10,1,35,39.1
5,37,10,1,35,39.62
6,37,10,1,35,40.13
7,37,10,1,35,40.62
8,37,10,1,35,41.11
9,37,10,1,35,41.57
10,37,10,1,35,42.02
11,37,10,1,35,42.45
12,37,10,1,35,42.86
13,37,10,1,35,43.26
14,37,10,1,35,43.64
15,37,10,1,35,44.01
16,37,10,1,35,44.36
17,37,10,1,35,44.69
18,37,10,1,35,45.01
19,37,10,1,35,45.32
20,37,10,1,35,45.62
21,37,10,1,35,45.9
22,37,10,1,35,46.17
23,37,10,1,35,46.43
24,37,10,1,35,46.67
25,37,10,1,35,46.91
26,37,10,1,35,47.14
27,37,10,1,35,47.35
28,37,10,1,35,47.56
29,37,10,1,35,47.76
30,37,10,1,35,47.95
31,37,10,1,35,48.13
32,37,10,1,35,48.31
33,37,10,1,35,48.48
34,37,10,1,35,48.64
35,37,10,1,35,48.79
36,37,10,1,35,48.94
37,37,10,1,35,49.08
38,37,10,1,35,49.22
39,37,10,1,35,49.35
40,37,10,1,35,49.48
41,37,10,1,35,49.6
42,37,10,1,35,49.72
43,37,10,1,35,49.83
44,37,10,1,35,49.93
45,37,10,1,35,50.04
46,37,10,1,35,50.14
47,37,10,1,35,50.23
48,37,10,1,35,50.32
49,37,10,1,35,50.41
50,37,10,1,35,50.5
51,37,10,1,35,50.58
52,37,10,1,35,50.66
53,37,10,1,35,50.73
54,37,10,1,35,50.8
55,37,10,1,35,50.87
56,37,10,1,35,50.94
57,37,10,1,35,51.01
58,37,10,1,35,51.07
59,37,10,1,35,51.13
60,37,10,1,35,51.18
61,37,10,1,35,51.24
62,37,10,1,35,51.29
63,37,10,1,35,51.35
64,37,10,1,35,51.4
65,37,10,1,35,51.44
66,37,10,1,35,51.49
67,37,10,1,35,51.53
68,37,10,1,35,51.58
69,37,10,1,35,51.62
70,37,10,1,35,51.66
71,37,10,1,35,51.7
72,37,10,1,35,51.73
73,37,10,1,35,51.77
74,37,10,1,35,51.8
75,37,10,1,35,51.84
76,37,10,1,35,51.87
77,37,10,1,35,51.9
78,37,10,1,35,51.93
79,37,10,1,35,51.96
80,37,10,1,35,51.99
81,37,10,1,35,52.02
82,37,10,1,35,52.04
83,37,10,1,35,52.07
84,37,10,1,35,52.09
85,37,10,1,35,52.11
86,37,10,1,35,52.14
87,37,10,1,35,52.16
88,37,10,1,35,52.18
89,37,10,1,35,52.2
90,37,10,1,35,52.22
91,37,10,1,35,52.24
92,37,10,1,35,52.26
93,37,10,1,35,52.28
94,37,10,1,35,52.29
95,37,10,1,35,52.31
96,37,10,1,35,52.33
97,37,10,1,35,52.34
98,37,10,1,35,52.36
99,37,10,1,35,52.37
100,37,10,1,35,52.39
101,37,10,1,35,52.4
102,37,10,1,35,52.41
103,37,10,1,35,52.42
104,37,10,1,35,52.44
105,37,10,1,35,52.45
106,37,10,1,35,52.46
107,37,10,1,35,52.47
108,37,10,1,35,52.48
109,37,10,1,35,52.49
110,37,10,1,35,52.5
111,37,10,1,35,52.51
112,37,10,1,35,52.52
113,37,10,1,35,52.53
114,37,10,1,35,52.54
115,37,10,1,35,52.55
116,37,10,1,35,52.56
117,37,10,1,35,52.56
118,37,10,1,35,52.57
119,37,10,1,35,52.58
120,37,10,1,35,52.59
121,37,10,1,35,52.59
122,37,10,1,35,52.6
123,37,10,1,35,52.61
124,37,10,1,35,52.61
125,37,10,1,35,52.62
126,37,10,1,35,52.63
127,37,10,1,35,52.63
128,37,10,1,35,52.64
129,37,10,1,35,52.64
130,37,10,1,35,52.65
131,37,10,1,35,52.65
132,37,10,1,35,52.66
133,37,10,1,35,52.66
134,37,10,1,35,52.67
135,37,10,1,35,52.67
136,37,10,1,35,52.68
137,37,10,1,35,52.68
138,37,10,1,35,52.68
139,37,10,1,35,52.69
140,37,10,1,35,52.69
141,37,10,1,35,52.7
142,37,10,1,35,52.7
143,37,10,1,35,52.7
144,37,10,1,35,52.71
145,37,10,1,35,52.71
146,37,10,1,35,52.71
147,37,10,1,35,52.72
148,37,10,1,35,52.72
149,37,10,1,35,52.72
150,37,10,1,35,52.72
151,37,10,1,35,52.73
152,37,10,1,35,52.73
153,37,10,1,35,52.73
154,37,10,1,35,52.73
155,37,10,1,35,52.74
156,37,10,1,35,52.74
157,37,10,1,35,52.74
158,37,10,1,35,52.74
159,37,10,1,35,52.74
160,37,10,1,35,52.75
161,37,10,1,35,52.75
162,37,10,1,35,52.75
163,37,10,1,35,52.75
164,37,10,1,35,52.75
165,37,10,1,35,52.76
166,37,10,1,35,52.76
167,37,10,1,35,52.76
168,37,10,1,35,52.76
169,37,10,1,35,52.76
170,37,10,1,35,52.76
171,37,10,1,35,52.76
172,37,10,1,35,52.77
173,37,10,1,35,52.77
174,37,10,1,35,52.77
175,37,10,1,35,52.77
176,37,10,1,35,52.77
177,37,10,1,35,52.77
178,37,10,1,35,52.77
179,37,10,1,35,52.77
180,37,10,1,35,52.78
1,37,10,2,35,37.68
2,37,10,2,35,38.36
3,37,10,2,35,39.05
4,37,10,2,35,39.74
5,37,10,2,35,40.42
6,37,10,2,35,41.08
7,37,10,2,35,41.73
8,37,10,2,35,42.36
9,37,10,2,35,42.97
10,37,10,2,35,43.56
11,37,10,2,35,44.12
12,37,10,2,35,44.66
13,37,10,2,35,45.18
14,37,10,2,35,45.67
15,37,10,2,35,46.15
16,37,10,2,35,46.6
17,37,10,2,35,47.04
18,37,10,2,35,47.45
19,37,10,2,35,47.85
20,37,10,2,35,48.22
21,37,10,2,35,48.59
22,37,10,2,35,48.93
23,37,10,2,35,49.26
24,37,10,2,35,49.58
25,37,10,2,35,49.88
26,37,10,2,35,50.17
27,37,10,2,35,50.45
28,37,10,2,35,50.71
29,37,10,2,35,50.96
30,37,10,2,35,51.21
31,37,10,2,35,51.44
32,37,10,2,35,51.66
33,37,10,2,35,51.87
34,37,10,2,35,52.07
35,37,10,2,35,52.27
36,37,10,2,35,52.46
37,37,10,2,35,52.63
38,37,10,2,35,52.81
39,37,10,2,35,52.97
40,37,10,2,35,53.13
41,37,10,2,35,53.28
42,37,10,2,35,53.42
43,37,10,2,35,53.56
44,37,10,2,35,53.69
45,37,10,2,35,53.82
46,37,10,2,35,53.94
47,37,10,2,35,54.06
48,37,10,2,35,54.17
49,37,10,2,35,54.28
50,37,10,2,35,54.39
51,37,10,2,35,54.49
52,37,10,2,35,54.58
53,37,10,2,35,54.67
54,37,10,2,35,54.76
55,37,10,2,35,54.85
56,37,10,2,35,54.93
57,37,10,2,35,55.01
58,37,10,2,35,55.08
59,37,10,2,35,55.16
60,37,10,2,35,55.23
61,37,10,2,35,55.29
62,37,10,2,35,55.36
63,37,10,2,35,55.42
64,37,10,2,35,55.48
65,37,10,2,35,55.54
66,37,10,2,35,55.59
67,37,10,2,35,55.65
68,37,10,2,35,55.7
69,37,10,2,35,55.75
70,37,10,2,35,55.8
71,37,10,2,35,55.84
72,37,10,2,35,55.89
73,37,10,2,35,55.93
74,37,10,2,35,55.97
75,37,10,2,35,56.01
76,37,10,2,35,56.05
77,37,10,2,35,56.08
78,37,10,2,35,56.12
79,37,10,2,35,56.15
80,37,10,2,35,56.19
81,37,10,2,35,56.22
82,37,10,2,35,56.25
83,37,10,2,35,56.28
84,37,10,2,35,56.31
85,37,10,2,35,56.34
86,37,10,2,35,56.36
87,37,10,2,35,56.39
88,37,10,2,35,56.41
89,37,10,2,35,56.44
90,37,10,2,35,56.46
91,37,10,2,35,56.48
92,37,10,2,35,56.5
93,37,10,2,35,56.52
94,37,10,2,35,56.54
95,37,10,2,35,56.56
96,37,10,2,35,56.58
97,37,10,2,35,56.6
98,37,10,2,35,56.62
99,37,10,2,35,56.63
100,37,10,2,35,56.65
101,37,10,2,35,56.67
102,37,10,2,35,56.68
103,37,10,2,35,56.7
104,37,10,2,35,56.71
105,37,10,2,35,56.72
106,37,10,2,35,56.74
107,37,10,2,35,56.75
108,37,10,2,35,56.76
109,37,10,2,35,56.77
110,37,10,2,35,56.78
111,37,10,2,35,56.8
112,37,10,2,35,56.81
113,37,10,2,35,56.82
114,37,10,2,35,56.83
115,37,10,2,35,56.84
116,37,10,2,35,56.85
117,37,10,2,35,56.86
118,37,10,2,35,56.86
119,37,10,2,35,56.87
120,37,10,2,35,56.88
121,37,10,2,35,56.89
122,37,10,2,35,56.9
123,37,10,2,35,56.9
124,37,10,2,35,56.91
125,37,10,2,35,56.92
126,37,10,2,35,56.92
127,37,10,2,35,56.93
128,37,10,2,35,56.94
129,37,10,2,35,56.94
130,37,10,2,35,56.95
131,37,10,2,35,56.95
132,37,10,2,35,56.96
133,37,10,2,35,56.97
134,37,10,2,35,56.97
135,37,10,2,35,56.98
136,37,10,2,35,56.98
137,37,10,2,35,56.99
138,37,10,2,35,56.99
139,37,10,2,35,56.99
140,37,10,2,35,57
141,37,10,2,35,57
142,37,10,2,35,57.01
143,37,10,2,35,57.01
144,37,10,2,35,57.01
145,37,10,2,35,57.02
146,37,10,2,35,57.02
147,37,10,2,35,57.02
148,37,10,2,35,57.03
149,37,10,2,35,57.03
150,37,10,2,35,57.03
151,37,10,2,35,57.04
152,37,10,2,35,57.04
153,37,10,2,35,57.04
154,37,10,2,35,57.04
155,37,10,2,35,57.05
156,37,10,2,35,57.05
157,37,10,2,35,57.05
158,37,10,2,35,57.05
159,37,10,2,35,57.06
160,37,10,2,35,57.06
161,37,10,2,35,57.06
162,37,10,2,35,57.06
163,37,10,2,35,57.07
164,37,10,2,35,57.07
165,37,10,2,35,57.07
166,37,10,2,35,57.07
167,37,10,2,35,57.07
168,37,10,2,35,57.07
169,37,10,2,35,57.08
170,37,10,2,35,57.08
171,37,10,2,35,57.08
172,37,10,2,35,57.08
173,37,10,2,35,57.08
174,37,10,2,35,57.08
175,37,10,2,35,57.08
176,37,10,2,35,57.09
177,37,10,2,35,57.09
178,37,10,2,35,57.09
179,37,10,2,35,57.09
180,37,10,2,35,57.09
1,37,10,3,35,37.9
2,37,10,3,35,38.82
3,37,10,3,35,39.74
4,37,10,3,35,40.67
5,37,10,3,35,41.58
6,37,10,3,35,42.48
7,37,10,3,35,43.36
8,37,10,3,35,44.21
9,37,10,3,35,45.03
10,37,10,3,35,45.81
11,37,10,3,35,46.57
12,37,10,3,35,47.3
13,37,10,3,35,47.99
14,37,10,3,35,48.65
15,37,10,3,35,49.28
16,37,10,3,35,49.89
17,37,10,3,35,50.46
18,37,10,3,35,51.01
19,37,10,3,35,51.54
20,37,10,3,35,52.04
21,37,10,3,35,52.51
22,37,10,3,35,52.97
23,37,10,3,35,53.4
24,37,10,3,35,53.82
25,37,10,3,35,54.21
26,37,10,3,35,54.59
27,37,10,3,35,54.95
28,37,10,3,35,55.29
29,37,10,3,35,55.62
30,37,10,3,35,55.94
31,37,10,3,35,56.24
32,37,10,3,35,56.52
33,37,10,3,35,56.8
34,37,10,3,35,57.06
35,37,10,3,35,57.31
36,37,10,3,35,57.55
37,37,10,3,35,57.78
38,37,10,3,35,58
39,37,10,3,35,58.21
40,37,10,3,35,58.41
41,37,10,3,35,58.6
42,37,10,3,35,58.79
43,37,10,3,35,58.96
44,37,10,3,35,59.13
45,37,10,3,35,59.29
46,37,10,3,35,59.45
47,37,10,3,35,59.6
48,37,10,3,35,59.74
49,37,10,3,35,59.88
50,37,10,3,35,60.01
51,37,10,3,35,60.13
52,37,10,3,35,60.25
53,37,10,3,35,60.37
54,37,10,3,35,60.48
55,37,10,3,35,60.58
56,37,10,3,35,60.69
57,37,10,3,35,60.79
58,37,10,3,35,60.88
59,37,10,3,35,60.97
60,37,10,3,35,61.06
61,37,10,3,35,61.14
62,37,10,3,35,61.22
63,37,10,3,35,61.3
64,37,10,3,35,61.37
65,37,10,3,35,61.44
66,37,10,3,35,61.51
67,37,10,3,35,61.58
68,37,10,3,35,61.64
69,37,10,3,35,61.7
70,37,10,3,35,61.76
71,37,10,3,35,61.82
72,37,10,3,35,61.87
73,37,10,3,35,61.92
74,37,10,3,35,61.97
75,37,10,3,35,62.02
76,37,10,3,35,62.07
77,37,10,3,35,62.11
78,37,10,3,35,62.15
79,37,10,3,35,62.2
80,37,10,3,35,62.24
81,37,10,3,35,62.27
82,37,10,3,35,62.31
83,37,10,3,35,62.35
84,37,10,3,35,62.38
85,37,10,3,35,62.41
86,37,10,3,35,62.45
87,37,10,3,35,62.48
88,37,10,3,35,62.51
89,37,10,3,35,62.53
90,37,10,3,35,62.56
91,37,10,3,35,62.59
92,37,10,3,35,62.61
93,37,10,3,35,62.64
94,37,10,3,35,62.66
95,37,10,3,35,62.69
96,37,10,3,35,62.71
97,37,10,3,35,62.73
98,37,10,3,35,62.75
99,37,10,3,35,62.77
100,37,10,3,35,62.79
101,37,10,3,35,62.81
102,37,10,3,35,62.83
103,37,10,3,35,62.84
104,37,10,3,35,62.86
105,37,10,3,35,62.88
106,37,10,3,35,62.89
107,37,10,3,35,62.91
108,37,10,3,35,62.92
109,37,10,3,35,62.93
110,37,10,3,35,62.95
111,37,10,3,35,62.96
112,37,10,3,35,62.97
113,37,10,3,35,62.99
114,37,10,3,35,63
115,37,10,3,35,63.01
116,37,10,3,35,63.02
117,37,10,3,35,63.03
118,37,10,3,35,63.04
119,37,10,3,35,63.05
120,37,10,3,35,63.06
121,37,10,3,35,63.07
122,37,10,3,35,63.08
123,37,10,3,35,63.09
124,37,10,3,35,63.09
125,37,10,3,35,63.1
126,37,10,3,35,63.11
127,37,10,3,35,63.12
128,37,10,3,35,63.12
129,37,10,3,35,63.13
130,37,10,3,35,63.14
131,37,10,3,35,63.15
132,37,10,3,35,63.15
133,37,10,3,35,63.16
134,37,10,3,35,63.16
135,37,10,3,35,63.17
136,37,10,3,35,63.17
137,37,10,3,35,63.18
138,37,10,3,35,63.19
139,37,10,3,35,63.19
140,37,10,3,35,63.2
141,37,10,3,35,63.2
142,37,10,3,35,63.2
143,37,10,3,35,63.21
144,37,10,3,35,63.21
145,37,10,3,35,63.22
146,37,10,3,35,63.22
147,37,10,3,35,63.22
148,37,10,3,35,63.23
149,37,10,3,35,63.23
150,37,10,3,35,63.24
151,37,10,3,35,63.24
152,37,10,3,35,63.24
153,37,10,3,35,63.25
154,37,10,3,35,63.25
155,37,10,3,35,63.25
156,37,10,3,35,63.25
157,37,10,3,35,63.26
158,37,10,3,35,63.26
159,37,10,3,35,63.26
160,37,10,3,35,63.26
161,37,10,3,35,63.27
162,37,10,3,35,63.27
163,37,10,3,35,63.27
164,37,10,3,35,63.27
165,37,10,3,35,63.28
166,37,10,3,35,63.28
167,37,10,3,35,63.28
168,37,10,3,35,63.28
169,37,10,3,35,63.28
170,37,10,3,35,63.29
171,37,10,3,35,63.29
172,37,10,3,35,63.29
173,37,10,3,35,63.29
174,37,10,3,35,63.29
175,37,10,3,35,63.29
176,37,10,3,35,63.3
177,37,10,3,35,63.3
178,37,10,3,35,63.3
179,37,10,3,35,63.3
180,37,10,3,35,63.3
1,38.34,4,0,40,38.36
2,38.83,4,0,40,39.75
3,39.16,4,0,40,41.14
4,39.42,4,0,40,42.55
5,39.64,4,0,40,43.94
6,39.82,4,0,40,45.32
7,39.98,4,0,40,46.67
8,40.13,4,0,40,47.99
9,40.26,4,0,40,49.27
10,40.38,4,0,40,50.51
11,40.49,4,0,40,51.71
12,40.60,4,0,40,52.88
13,40.69,4,0,40,54.01
14,40.78,4,0,40,55.11
15,40.87,4,0,40,56.17
16,40.95,4,0,40,57.20
17,41.03,4,0,40,58.20
18,41.10,4,0,40,59.17
19,41.17,4,0,40,60.11
20,41.24,4,0,40,61.02
21,41.30,4,0,40,61.92
22,41.36,4,0,40,62.78
23,41.42,4,0,40,63.63
24,41.48,4,0,40,64.45
25,41.53,4,0,40,65.25
26,41.59,4,0,40,66.03
27,41.64,4,0,40,66.79
28,41.69,4,0,40,67.54
29,41.73,4,0,40,68.27
30,41.78,4,0,40,68.98
31,41.83,4,0,40,69.67
32,41.87,4,0,40,70.35
33,41.91,4,0,40,71.01
34,41.95,4,0,40,71.67
35,42.00,4,0,40,72.30
36,42.03,4,0,40,72.93
37,42.07,4,0,40,73.54
38,42.11,4,0,40,74.14
39,42.15,4,0,40,74.73
40,42.18,4,0,40,75.31
41,42.22,4,0,40,75.87
42,42.25,4,0,40,76.43
43,42.29,4,0,40,76.97
44,42.32,4,0,40,77.51
45,42.35,4,0,40,78.04
46,42.38,4,0,40,78.55
47,42.41,4,0,40,79.06
48,42.44,4,0,40,79.56
49,42.47,4,0,40,80.06
50,42.50,4,0,40,80.54
51,42.53,4,0,40,81.02
52,42.56,4,0,40,81.49
53,42.59,4,0,40,81.95
54,42.61,4,0,40,82.40
55,42.64,4,0,40,82.85
56,42.66,4,0,40,83.29
57,42.69,4,0,40,83.72
58,42.72,4,0,40,84.15
59,42.74,4,0,40,84.57
60,42.76,4,0,40,84.99
61,42.79,4,0,40,85.40
62,42.81,4,0,40,85.80
63,42.84,4,0,40,86.20
64,42.86,4,0,40,86.59
65,42.88,4,0,40,86.98
66,42.90,4,0,40,87.36
67,42.92,4,0,40,87.74
68,42.95,4,0,40,88.11
69,42.97,4,0,40,88.48
70,42.99,4,0,40,88.85
71,43.01,4,0,40,89.20
72,43.03,4,0,40,89.56
73,43.05,4,0,40,89.91
74,43.07,4,0,40,90.25
75,43.09,4,0,40,90.59
76,43.11,4,0,40,90.93
77,43.13,4,0,40,91.26
78,43.15,4,0,40,91.59
79,43.16,4,0,40,91.92
80,43.18,4,0,40,92.24
81,43.20,4,0,40,92.56
82,43.22,4,0,40,92.87
83,43.24,4,0,40,93.18
84,43.25,4,0,40,93.49
85,43.27,4,0,40,93.79
86,43.29,4,0,40,94.09
87,43.30,4,0,40,94.39
