t,Surface,vessel,distance,input,POI
1,38.17,4,0,35,38.19
2,38.6,4,0,35,39.4
3,38.89,4,0,35,40.62
4,39.12,4,0,35,41.85
5,39.31,4,0,35,43.08
6,39.47,4,0,35,44.28
7,39.61,4,0,35,45.46
8,39.74,4,0,35,46.61
9,39.85,4,0,35,47.73
10,39.96,4,0,35,48.82
11,40.06,4,0,35,49.87
12,40.15,4,0,35,50.89
13,40.23,4,0,35,51.88
14,40.31,4,0,35,52.84
15,40.39,4,0,35,53.77
16,40.46,4,0,35,54.67
17,40.52,4,0,35,55.55
18,40.59,4,0,35,56.4
19,40.65,4,0,35,57.22
20,40.71,4,0,35,58.02
21,40.76,4,0,35,58.8
22,40.82,4,0,35,59.56
23,40.87,4,0,35,60.3
24,40.92,4,0,35,61.02
25,40.97,4,0,35,61.72
26,41.01,4,0,35,62.4
27,41.06,4,0,35,63.07
28,41.1,4,0,35,63.72
29,41.14,4,0,35,64.36
30,41.18,4,0,35,64.98
31,41.22,4,0,35,65.59
32,41.26,4,0,35,66.18
33,41.3,4,0,35,66.76
34,41.34,4,0,35,67.33
35,41.37,4,0,35,67.89
36,41.41,4,0,35,68.44
37,41.44,4,0,35,68.97
38,41.47,4,0,35,69.5
39,41.5,4,0,35,70.01
40,41.54,4,0,35,70.52
41,41.57,4,0,35,71.01
42,41.6,4,0,35,71.5
43,41.62,4,0,35,71.98
44,41.65,4,0,35,72.45
45,41.68,4,0,35,72.91
46,41.71,4,0,35,73.36
47,41.74,4,0,35,73.81
48,41.76,4,0,35,74.24
49,41.79,4,0,35,74.67
50,41.81,4,0,35,75.1
51,41.84,4,0,35,75.51
52,41.86,4,0,35,75.92
53,41.89,4,0,35,76.33
54,41.91,4,0,35,76.73
